district,area,perch,bedrooms,bathrooms,kitchen_area_sqft,parking_spots,has_garden,has_ac,water_supply,electricity,floors,year_built,price_lkr,nearest_city,property_type,house_size_sqft,house_age,condition,furnishing_status,road_access_width_ft,distance_to_main_road_km,distance_to_town_km,has_boundary_wall,has_servant_room,has_hot_water,has_security,roof_type,floor_type,listed_year,price_per_perch,bathroom_bedroom_ratio,luxury_score,location_category,house_selling_price_lkr
Kurunegala,Polgahawela,5,2,1,55,0,FALSE,FALSE,Both,Three phase,1,1985,6071767,Kurunegala,Apartment,1200,41,Needs renovation,Fully furnished,15,2.08,0.61,FALSE,TRUE,TRUE,FALSE,Tile,Tile,2024,1214353,0.5,4,Urban,11312000
Kandy,Katugastota,4,2,2,35,2,FALSE,FALSE,Pipe-borne,Single phase,1,1987,6275365,Kandy,House,1340,39,Needs renovation,Unfurnished,20,0.79,3.05,FALSE,FALSE,FALSE,TRUE,Concrete slab,Cement,2023,1568841,1,3,Urban,11729000
Nuwara Eliya,Nuwara Eliya Central,21,7,5,250,1,TRUE,TRUE,Pipe-borne,Single phase,3,2024,61207252,Nuwara Eliya,House,3610,2,New,Fully furnished,20,4.2,8.59,TRUE,FALSE,TRUE,FALSE,Concrete slab,Granite,2025,2914631,0.71,8,Semi-urban,96395000
Colombo,Nugegoda,3,2,1,35,3,TRUE,TRUE,Well,Single phase,2,2004,10926912,Colombo,House,1210,22,Average,Unfurnished,15,1.8,0.46,TRUE,FALSE,FALSE,TRUE,Concrete slab,Terrazzo,2025,3642304,0.5,8,Urban,20499000
Jaffna,Chunnakam,5,1,1,67,1,FALSE,TRUE,Well,Single phase,2,2012,8995828,Jaffna,House,1100,14,Average,Semi furnished,12,2.37,0.2,FALSE,FALSE,TRUE,FALSE,Concrete slab,Tile,2026,1799166,1,5,Urban,17253000
Kurunegala,Kurunegala Town,9,3,2,93,0,FALSE,TRUE,Both,Single phase,1,2025,9526856,Kurunegala,House,1620,1,New,Semi furnished,12,1.2,2.06,FALSE,TRUE,TRUE,FALSE,Tile,Granite,2026,1058540,0.67,4,Urban,26095000
Jaffna,Nallur,21,6,5,222,2,TRUE,TRUE,Pipe-borne,Three phase,2,2004,28857128,Jaffna,Villa,3300,22,Average,Semi furnished,12,0.51,2.57,TRUE,TRUE,FALSE,TRUE,Tile,Tile,2024,1374149,0.83,9,Urban,58801000
Mannar,Mannar Central,4,1,1,35,0,TRUE,TRUE,Well,Single phase,2,2006,2740856,Mannar,House,880,20,Average,Unfurnished,20,6.58,10.58,TRUE,FALSE,FALSE,TRUE,Concrete slab,Cement,2026,685214,1,5,Rural,7792000
Mullaitivu,Mullaitivu Central,2,3,2,46,1,TRUE,FALSE,Pipe-borne,Three phase,2,1988,2910992,Mullaitivu,House,1590,38,Needs renovation,Fully furnished,15,4.76,8.06,TRUE,FALSE,TRUE,FALSE,Concrete slab,Cement,2025,1455496,0.67,7,Rural,9611000
Ampara,Ampara Central,4,2,1,57,0,FALSE,TRUE,Both,Three phase,1,1988,5162813,Ampara,House,1180,38,Needs renovation,Fully furnished,25,5.01,12.68,TRUE,TRUE,FALSE,TRUE,Tile,Terrazzo,2024,1290703,0.5,7,Rural,9220000
Matale,Matale Central,21,6,5,250,3,FALSE,FALSE,Both,Three phase,3,2021,35263972,Matale,House,3590,5,Good,Semi furnished,12,0.89,7.2,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2024,1679237,0.83,7,Semi-urban,66016000
Ampara,Ampara Central,5,2,1,63,0,TRUE,FALSE,Well,Single phase,1,2003,4013703,Ampara,House,1170,23,Average,Semi furnished,20,6.22,12.08,TRUE,FALSE,TRUE,FALSE,Tile,Tile,2025,802741,0.5,4,Rural,9855000
Matara,Weligama,10,3,3,89,1,FALSE,TRUE,Well,Single phase,1,2024,12301635,Matara,House,1640,2,New,Semi furnished,15,2.09,0.61,TRUE,FALSE,FALSE,FALSE,Tile,Wood,2025,1230164,1,5,Urban,33088000
Puttalam,Puttalam Central,2,1,1,43,0,TRUE,TRUE,Well,Single phase,2,1994,3451858,Puttalam,Annex,830,32,Needs renovation,Unfurnished,30,3.89,3.33,FALSE,FALSE,FALSE,FALSE,Concrete slab,Terrazzo,2024,1725929,1,3,Semi-urban,6010000
Kegalle,Kegalle Central,9,4,4,100,0,TRUE,FALSE,Well,Single phase,1,1996,10377365,Kegalle,House,1950,30,Needs renovation,Unfurnished,15,3.01,10.84,FALSE,FALSE,FALSE,FALSE,Asbestos,Terrazzo,2023,1153041,1,1,Semi-urban,17921000
Badulla,Badulla Town,7,2,1,79,0,TRUE,TRUE,Pipe-borne,Three phase,2,1994,8991241,Badulla,House,1300,32,Needs renovation,Unfurnished,12,3.05,2.58,TRUE,FALSE,TRUE,FALSE,Tile,Cement,2026,1284463,0.5,6,Semi-urban,12766000
Trincomalee,China Bay,4,3,3,49,2,FALSE,TRUE,Well,Three phase,1,2001,6462568,Trincomalee,House,1620,25,Average,Fully furnished,15,1.68,6.77,FALSE,FALSE,TRUE,FALSE,Tile,Tile,2025,1615642,1,8,Semi-urban,19340000
Kurunegala,Kurunegala Town,6,1,1,68,0,FALSE,FALSE,Well,Single phase,1,2002,6678887,Kurunegala,House,980,24,Average,Semi furnished,20,0.52,1.52,TRUE,FALSE,FALSE,FALSE,Concrete slab,Tile,2024,1113148,1,2,Urban,13696000
Nuwara Eliya,Nuwara Eliya Central,4,3,2,35,0,TRUE,FALSE,Both,Single phase,1,2012,6855158,Nuwara Eliya,House,1280,14,Average,Unfurnished,12,2.34,9.8,TRUE,TRUE,FALSE,FALSE,Asbestos,Tile,2025,1713790,0.67,2,Semi-urban,15617000
Gampaha,Gampaha Town,26,6,5,250,1,TRUE,FALSE,Well,Three phase,3,2011,65869164,Gampaha,Villa,3440,15,Average,Unfurnished,15,2.38,3.95,TRUE,FALSE,TRUE,TRUE,Tile,Tile,2025,2533429,0.83,6,Urban,86240000
Mannar,Mannar Central,4,3,2,35,2,TRUE,FALSE,Pipe-borne,Single phase,2,2013,5374286,Mannar,House,1660,13,Average,Semi furnished,15,2.47,17.55,TRUE,FALSE,TRUE,FALSE,Concrete slab,Terrazzo,2026,1343572,0.67,6,Rural,16514000
Kandy,Peradeniya,19,5,4,245,1,FALSE,TRUE,Well,Single phase,2,2020,46586630,Kandy,House,2880,6,Good,Semi furnished,20,1.46,4.05,TRUE,TRUE,TRUE,FALSE,Tile,Cement,2023,2451928,0.8,6,Urban,73499000
Kalutara,Panadura,18,7,5,179,2,FALSE,FALSE,Well,Single phase,1,2008,22339314,Kalutara,Villa,3470,18,Average,Semi furnished,15,1.33,4.49,TRUE,TRUE,TRUE,TRUE,Tile,Terrazzo,2023,1241073,0.71,6,Urban,56753000
Anuradhapura,Madawachchiya,5,1,1,35,0,FALSE,TRUE,Well,Single phase,1,2013,5281859,Anuradhapura,Annex,710,13,Average,Semi furnished,10,3.74,3.37,TRUE,FALSE,FALSE,FALSE,Tile,Tile,2024,1056372,1,4,Semi-urban,9753000
Kilinochchi,Kilinochchi Central,14,6,5,184,2,TRUE,FALSE,Both,Three phase,1,2022,15577571,Kilinochchi,House,3140,4,Good,Unfurnished,12,6.5,10.02,TRUE,FALSE,TRUE,TRUE,Tile,Tile,2025,1112684,0.83,7,Rural,36717000
Ratnapura,Ratnapura Town,15,6,5,138,1,TRUE,FALSE,Well,Single phase,2,2023,21763367,Ratnapura,House,3040,3,New,Fully furnished,15,0.69,11.88,TRUE,FALSE,FALSE,FALSE,Concrete slab,Cement,2025,1450891,0.83,5,Semi-urban,58706000
Jaffna,Chunnakam,13,4,4,129,1,TRUE,TRUE,Both,Single phase,1,2006,17392534,Jaffna,House,2180,20,Average,Semi furnished,20,0.56,3.64,TRUE,TRUE,FALSE,FALSE,Concrete slab,Tile,2025,1337887,1,6,Urban,33913000
Puttalam,Puttalam Central,20,6,5,128,2,TRUE,FALSE,Both,Three phase,1,1985,18407233,Puttalam,House,3150,41,Needs renovation,Unfurnished,10,3.75,5.56,TRUE,FALSE,FALSE,TRUE,Asbestos,Terrazzo,2025,920362,0.83,6,Semi-urban,28236000
Gampaha,Ragama,3,3,2,35,0,FALSE,FALSE,Pipe-borne,Single phase,1,2020,5592158,Gampaha,Apartment,1460,6,Good,Semi furnished,12,2.36,0.91,FALSE,FALSE,TRUE,TRUE,Asbestos,Terrazzo,2023,1864053,0.67,3,Urban,19205000
Kalutara,Kalutara North,8,4,4,100,0,TRUE,FALSE,Well,Three phase,1,2008,12857447,Kalutara,House,2000,18,Average,Semi furnished,20,0.44,4.07,TRUE,FALSE,FALSE,TRUE,Asbestos,Tile,2024,1607181,1,5,Urban,30874000
Trincomalee,Uppuveli,13,6,5,88,1,TRUE,TRUE,Pipe-borne,Single phase,1,2021,17073149,Trincomalee,House,2670,5,Good,Unfurnished,25,3.79,1.65,TRUE,TRUE,FALSE,FALSE,Concrete slab,Cement,2026,1313319,0.83,5,Semi-urban,37882000
Kurunegala,Kurunegala Town,11,4,3,84,1,TRUE,FALSE,Both,Three phase,1,1985,9027567,Kurunegala,House,2170,41,Needs renovation,Semi furnished,12,0.66,1.29,TRUE,FALSE,TRUE,FALSE,Tile,Cement,2025,820688,0.75,6,Urban,19229000
Kurunegala,Kurunegala Town,4,3,2,41,1,FALSE,FALSE,Pipe-borne,Single phase,1,1997,5073308,Kurunegala,House,1360,29,Needs renovation,Semi furnished,15,0.67,4.96,TRUE,FALSE,FALSE,FALSE,Concrete slab,Cement,2023,1268327,0.67,3,Urban,10654000
Gampaha,Kadawatha,4,3,2,70,0,FALSE,FALSE,Pipe-borne,Three phase,2,2017,5968563,Gampaha,House,1550,9,Good,Semi furnished,30,2.03,3.72,FALSE,FALSE,FALSE,TRUE,Concrete slab,Terrazzo,2026,1492141,0.67,3,Urban,19701000
Kilinochchi,Kilinochchi Central,14,6,5,165,2,TRUE,TRUE,Pipe-borne,Single phase,1,2014,13367944,Kilinochchi,House,2930,12,Good,Fully furnished,12,6.01,12.08,TRUE,FALSE,FALSE,TRUE,Concrete slab,Terrazzo,2025,954853,0.83,9,Rural,37182000
Colombo,Kollupitiya,16,5,5,239,2,TRUE,FALSE,Both,Single phase,2,1995,55003123,Colombo,House,2930,31,Needs renovation,Unfurnished,15,1.89,0.6,TRUE,FALSE,FALSE,TRUE,Concrete slab,Cement,2023,3437695,1,5,Urban,149405000
Matale,Matale Central,2,2,1,36,2,FALSE,TRUE,Pipe-borne,Three phase,1,1986,3796306,Matale,Annex,1150,40,Needs renovation,Unfurnished,20,1.48,9.07,TRUE,FALSE,TRUE,FALSE,Asbestos,Cement,2023,1898153,0.5,7,Semi-urban,7126000
Kurunegala,Melsiripura,3,4,3,69,0,FALSE,TRUE,Both,Three phase,2,1998,4377171,Kurunegala,House,1940,28,Needs renovation,Fully furnished,15,0.62,4.87,TRUE,FALSE,TRUE,FALSE,Asbestos,Tile,2024,1459057,0.75,7,Urban,15320000
Polonnaruwa,Polonnaruwa Central,14,6,5,100,1,FALSE,FALSE,Well,Three phase,1,1997,12414037,Polonnaruwa,House,2900,29,Needs renovation,Semi furnished,10,2.44,3.21,FALSE,FALSE,TRUE,FALSE,Tile,Cement,2025,886717,0.83,4,Semi-urban,22310000
Jaffna,Kokuvil,6,2,1,38,0,FALSE,TRUE,Both,Single phase,2,1994,9220758,Jaffna,Apartment,1400,32,Needs renovation,Semi furnished,12,1.34,1.92,TRUE,FALSE,TRUE,TRUE,Concrete slab,Terrazzo,2024,1536793,0.5,6,Urban,15342000
Anuradhapura,Nuwaragam Palatha,14,5,5,146,1,TRUE,FALSE,Both,Three phase,2,1993,16010459,Anuradhapura,House,2740,33,Needs renovation,Unfurnished,10,2.08,1.51,TRUE,TRUE,FALSE,FALSE,Concrete slab,Tile,2026,1143604,1,4,Semi-urban,23004000
Nuwara Eliya,Nuwara Eliya Central,10,5,4,158,0,FALSE,FALSE,Both,Three phase,1,1985,21575713,Nuwara Eliya,House,2390,41,Needs renovation,Unfurnished,30,0.99,2.47,TRUE,FALSE,FALSE,FALSE,Asbestos,Tile,2025,2157571,0.8,2,Semi-urban,26074000
Vavuniya,Vavuniya Central,16,7,5,171,2,FALSE,FALSE,Both,Three phase,1,2022,18356323,Vavuniya,House,3460,4,Good,Unfurnished,10,8.95,10.1,TRUE,FALSE,FALSE,FALSE,Concrete slab,Terrazzo,2025,1147270,0.71,4,Rural,41233000
Gampaha,Negombo,5,1,1,79,0,TRUE,FALSE,Pipe-borne,Three phase,1,2019,9553442,Gampaha,Apartment,800,7,Good,Semi furnished,12,1.95,0.92,FALSE,FALSE,TRUE,TRUE,Concrete slab,Tile,2023,1910688,1,5,Urban,18957000
Trincomalee,China Bay,15,5,4,186,2,TRUE,TRUE,Pipe-borne,Three phase,2,1987,22897064,Trincomalee,House,2730,39,Needs renovation,Unfurnished,15,1.15,6.26,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2024,1526471,0.8,8,Semi-urban,31518000
Monaragala,Monaragala Central,16,5,4,210,1,FALSE,TRUE,Pipe-borne,Single phase,2,2010,21168009,Monaragala,House,2730,16,Average,Unfurnished,25,3.12,10.86,TRUE,FALSE,FALSE,FALSE,Concrete slab,Tile,2026,1323001,0.8,4,Rural,32809000
Badulla,Bandarawela,11,2,1,100,0,TRUE,TRUE,Pipe-borne,Three phase,1,2012,11267622,Badulla,House,1450,14,Average,Semi furnished,15,4.11,4.7,TRUE,FALSE,TRUE,FALSE,Tile,Tile,2026,1024329,0.5,7,Semi-urban,23251000
Kandy,Gatambe,6,4,3,55,1,TRUE,TRUE,Both,Three phase,2,2005,11848625,Kandy,House,2090,21,Average,Unfurnished,12,2.12,2.67,TRUE,FALSE,FALSE,TRUE,Concrete slab,Tile,2025,1974771,0.75,7,Urban,25691000
Colombo,Mount Lavinia,7,4,4,100,2,FALSE,TRUE,Both,Single phase,1,1987,25083350,Colombo,House,2000,39,Needs renovation,Unfurnished,12,1.79,4.66,TRUE,FALSE,TRUE,TRUE,Tile,Cement,2026,3583336,1,7,Urban,28477000
Vavuniya,Vavuniya Central,13,6,5,94,2,FALSE,TRUE,Well,Single phase,1,1987,11178647,Vavuniya,House,2730,39,Needs renovation,Unfurnished,25,3.4,3.56,TRUE,FALSE,FALSE,FALSE,Asbestos,Tile,2025,859896,0.83,5,Rural,17074000
Mannar,Mannar Central,18,6,5,107,1,FALSE,FALSE,Pipe-borne,Three phase,1,2013,12581305,Mannar,Villa,3100,13,Average,Unfurnished,20,8.29,14.36,TRUE,TRUE,FALSE,TRUE,Concrete slab,Tile,2025,698961,0.83,4,Rural,31302000
Jaffna,Nallur,4,2,1,54,0,FALSE,FALSE,Pipe-borne,Three phase,1,1999,4749873,Jaffna,Annex,1180,27,Needs renovation,Unfurnished,30,0.21,2.29,FALSE,FALSE,FALSE,TRUE,Asbestos,Cement,2023,1187468,0.5,2,Urban,10134000
Galle,Galle Fort,9,1,1,120,1,TRUE,TRUE,Well,Three phase,2,2011,18342022,Galle,House,1250,15,Average,Semi furnished,25,0.51,2.3,TRUE,FALSE,FALSE,FALSE,Concrete slab,Tile,2025,2038002,1,7,Urban,31099000
Hambantota,Hambantota Town,10,5,5,155,0,TRUE,FALSE,Pipe-borne,Single phase,1,2025,10150574,Hambantota,House,2500,1,New,Semi furnished,10,1.13,5.64,TRUE,FALSE,TRUE,FALSE,Tile,Tile,2023,1015057,1,4,Semi-urban,35527000
Ratnapura,Kuruwita,16,5,4,216,2,FALSE,TRUE,Well,Three phase,3,2014,24553045,Ratnapura,House,3130,12,Good,Semi furnished,12,4.82,5.75,TRUE,FALSE,FALSE,FALSE,Concrete slab,Cement,2025,1534565,0.8,7,Semi-urban,49232000
Trincomalee,China Bay,7,3,3,92,2,FALSE,FALSE,Pipe-borne,Single phase,2,1986,8683338,Trincomalee,House,1920,40,Needs renovation,Unfurnished,12,2.22,8.2,FALSE,FALSE,FALSE,FALSE,Concrete slab,Cement,2024,1240477,1,2,Semi-urban,14052000
Nuwara Eliya,Nuwara Eliya Central,8,1,1,102,0,TRUE,TRUE,Well,Three phase,1,1991,15999621,Nuwara Eliya,House,800,35,Needs renovation,Unfurnished,20,2.45,11.43,FALSE,TRUE,TRUE,FALSE,Concrete slab,Cement,2024,1999953,1,5,Semi-urban,17478000
Colombo,Kollupitiya,4,3,2,35,1,FALSE,TRUE,Well,Three phase,2,2010,11825957,Colombo,House,1520,16,Average,Fully furnished,30,2.17,0.42,FALSE,FALSE,TRUE,FALSE,Concrete slab,Terrazzo,2026,2956489,0.67,7,Urban,41391000
Kegalle,Kegalle Central,24,6,5,250,3,FALSE,TRUE,Well,Three phase,2,2021,35935584,Kegalle,Villa,3410,5,Good,Fully furnished,25,2.08,8.72,TRUE,TRUE,TRUE,FALSE,Concrete slab,Tile,2025,1497316,0.83,10,Semi-urban,72089000
Mullaitivu,Mullaitivu Central,3,2,2,44,0,FALSE,FALSE,Both,Single phase,1,1988,1836005,Mullaitivu,House,960,38,Needs renovation,Unfurnished,20,4.09,18.74,TRUE,FALSE,TRUE,TRUE,Asbestos,Terrazzo,2024,612002,1,3,Rural,4419000
Badulla,Badulla Town,6,3,2,55,0,FALSE,FALSE,Well,Single phase,1,2001,5492046,Badulla,House,1320,25,Average,Unfurnished,12,0.7,3.75,TRUE,FALSE,TRUE,FALSE,Asbestos,Tile,2024,915341,0.67,2,Semi-urban,13950000
Anuradhapura,New Town,3,1,1,66,1,TRUE,FALSE,Both,Three phase,2,2006,4496695,Anuradhapura,House,1020,20,Average,Semi furnished,15,2.81,6.83,TRUE,FALSE,TRUE,FALSE,Tile,Terrazzo,2025,1498898,1,6,Semi-urban,11363000
Ratnapura,Ratnapura Town,2,1,1,58,1,TRUE,FALSE,Pipe-borne,Single phase,1,1987,3249217,Ratnapura,House,820,39,Needs renovation,Fully furnished,10,4.3,1.73,FALSE,FALSE,FALSE,TRUE,Tile,Tile,2024,1624608,1,5,Semi-urban,7033000
Colombo,Narahenpita,2,3,2,37,0,TRUE,TRUE,Pipe-borne,Single phase,2,2006,8813820,Colombo,Apartment,1600,20,Average,Unfurnished,20,2.1,0.31,FALSE,FALSE,TRUE,TRUE,Concrete slab,Cement,2025,4406910,0.67,5,Urban,29362000
Monaragala,Monaragala Central,6,1,1,35,1,TRUE,TRUE,Both,Three phase,1,2020,5563596,Monaragala,House,760,6,Good,Semi furnished,20,5.22,16.59,TRUE,FALSE,TRUE,FALSE,Concrete slab,Cement,2024,927266,1,8,Rural,12124000
Puttalam,Puttalam Central,2,3,2,35,1,FALSE,TRUE,Pipe-borne,Single phase,1,2014,2832321,Puttalam,House,1460,12,Good,Semi furnished,20,4.62,9,FALSE,FALSE,FALSE,FALSE,Concrete slab,Tile,2026,1416160,0.67,4,Semi-urban,9913000
Kandy,Peradeniya,10,4,3,108,1,TRUE,TRUE,Both,Single phase,1,2010,17525350,Kandy,House,2030,16,Average,Unfurnished,15,0.49,2.58,TRUE,FALSE,FALSE,FALSE,Asbestos,Tile,2026,1752535,0.75,5,Urban,31626000
Kalutara,Kalutara North,5,3,2,35,1,TRUE,TRUE,Both,Single phase,1,2004,9893512,Kalutara,House,1580,22,Average,Unfurnished,20,1.02,1.68,TRUE,FALSE,FALSE,TRUE,Asbestos,Tile,2026,1978702,0.67,6,Urban,20174000
Kandy,Peradeniya,9,5,5,62,1,TRUE,TRUE,Both,Three phase,1,2010,14946134,Kandy,House,2520,16,Average,Unfurnished,12,0.95,2.31,TRUE,FALSE,FALSE,FALSE,Tile,Tile,2024,1660682,1,6,Urban,34584000
Jaffna,Kokuvil,14,6,5,184,1,TRUE,FALSE,Pipe-borne,Three phase,2,2003,28052423,Jaffna,House,3140,23,Average,Fully furnished,15,0.52,0.53,TRUE,FALSE,FALSE,TRUE,Tile,Cement,2026,2003744,0.83,7,Urban,51731000
Kegalle,Kegalle Central,2,3,2,35,1,TRUE,TRUE,Both,Three phase,1,1993,2740570,Kegalle,House,1390,33,Needs renovation,Fully furnished,10,0.88,1.16,FALSE,FALSE,TRUE,TRUE,Concrete slab,Cement,2026,1370285,0.67,9,Semi-urban,9592000
Trincomalee,Nilaveli,5,1,1,48,3,TRUE,TRUE,Pipe-borne,Three phase,1,2006,7528104,Trincomalee,House,900,20,Average,Semi furnished,10,4.25,2.89,TRUE,FALSE,TRUE,FALSE,Concrete slab,Terrazzo,2023,1505621,1,10,Semi-urban,15253000
Mullaitivu,Mullaitivu Central,3,2,1,35,0,FALSE,TRUE,Pipe-borne,Single phase,1,1992,2267479,Mullaitivu,Annex,820,34,Needs renovation,Unfurnished,30,4.45,14.6,TRUE,FALSE,TRUE,FALSE,Asbestos,Cement,2026,755826,0.5,4,Rural,4361000
Ratnapura,Kuruwita,20,5,4,194,3,FALSE,FALSE,Well,Three phase,3,2020,26977393,Ratnapura,Bungalow,3020,6,Good,Semi furnished,15,1.17,3.56,TRUE,FALSE,TRUE,FALSE,Concrete slab,Terrazzo,2024,1348870,0.8,7,Semi-urban,54511000
Jaffna,Kokuvil,27,4,4,222,2,TRUE,TRUE,Pipe-borne,Single phase,2,1990,35456451,Jaffna,House,2610,36,Needs renovation,Semi furnished,12,1.08,2.6,TRUE,FALSE,FALSE,TRUE,Asbestos,Cement,2026,1313202,1,8,Urban,45963000
Kandy,Peradeniya,38,6,5,250,1,FALSE,TRUE,Both,Single phase,2,1995,62926278,Kandy,Villa,3290,31,Needs renovation,Unfurnished,12,0.38,4.34,FALSE,FALSE,TRUE,TRUE,Concrete slab,Cement,2024,1655955,0.83,5,Urban,78718000
Colombo,Kollupitiya,11,3,3,148,2,TRUE,TRUE,Well,Three phase,2,2021,52957928,Colombo,House,2090,5,Good,Semi furnished,15,1.61,2.52,TRUE,FALSE,TRUE,TRUE,Concrete slab,Tile,2026,4814357,1,10,Urban,120163000
Mannar,Mannar Central,20,5,4,250,1,FALSE,FALSE,Both,Single phase,2,1992,20715748,Mannar,House,3050,34,Needs renovation,Unfurnished,20,3.2,11.39,TRUE,FALSE,FALSE,TRUE,Concrete slab,Cement,2024,1035787,0.8,3,Rural,26018000
Ampara,Ampara Central,5,3,2,35,1,FALSE,TRUE,Pipe-borne,Three phase,2,2005,5590624,Ampara,House,1660,21,Average,Unfurnished,20,5.34,17.84,TRUE,FALSE,FALSE,FALSE,Tile,Tile,2026,1118125,0.67,5,Rural,13966000
Ampara,Ampara Central,2,2,2,57,1,TRUE,TRUE,Pipe-borne,Single phase,2,1993,3322941,Ampara,Annex,1240,33,Needs renovation,Unfurnished,12,8.85,3.35,TRUE,FALSE,TRUE,TRUE,Concrete slab,Tile,2025,1661470,1,7,Rural,6442000
Matale,Matale Central,8,3,2,79,0,TRUE,FALSE,Both,Three phase,1,2000,7942085,Matale,House,1560,26,Needs renovation,Unfurnished,20,3.58,7.62,TRUE,FALSE,FALSE,FALSE,Concrete slab,Tile,2026,992761,0.67,3,Semi-urban,14506000
Ratnapura,Pelmadulla,12,6,5,148,0,TRUE,TRUE,Both,Three phase,1,2021,16955648,Ratnapura,House,2800,5,Good,Semi furnished,15,3.04,9.98,FALSE,TRUE,TRUE,TRUE,Tile,Tile,2025,1412971,0.83,7,Semi-urban,41992000
Galle,Galle Fort,16,6,5,189,2,TRUE,FALSE,Well,Three phase,2,2003,23775508,Galle,House,3060,23,Average,Fully furnished,15,0.13,3.08,TRUE,TRUE,FALSE,FALSE,Concrete slab,Tile,2025,1485969,0.83,7,Urban,58612000
Mannar,Mannar Central,12,5,4,136,1,TRUE,FALSE,Both,Single phase,1,1991,13058633,Mannar,House,2550,35,Needs renovation,Semi furnished,30,8.72,9.23,TRUE,TRUE,FALSE,FALSE,Asbestos,Cement,2026,1088219,0.8,4,Rural,17619000
Matale,Matale Central,2,2,2,36,1,TRUE,TRUE,Well,Three phase,1,1997,3693320,Matale,House,930,29,Needs renovation,Semi furnished,15,1.52,10.77,FALSE,FALSE,TRUE,FALSE,Asbestos,Cement,2026,1846660,1,7,Semi-urban,7414000
Monaragala,Monaragala Central,9,2,2,76,1,TRUE,TRUE,Pipe-borne,Single phase,2,1985,9797125,Monaragala,House,1540,41,Needs renovation,Unfurnished,20,2.32,4.66,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2023,1088569,1,6,Rural,12083000
Polonnaruwa,Polonnaruwa Central,16,7,5,128,3,FALSE,FALSE,Pipe-borne,Single phase,1,2005,14936700,Polonnaruwa,House,3440,21,Average,Unfurnished,15,5.47,3.16,FALSE,FALSE,TRUE,FALSE,Concrete slab,Tile,2025,933544,0.71,4,Semi-urban,35795000
Jaffna,Chunnakam,8,4,3,74,0,FALSE,FALSE,Both,Three phase,1,2015,13261668,Jaffna,House,1750,11,Good,Semi furnished,12,1.81,3.89,TRUE,FALSE,TRUE,FALSE,Tile,Tile,2026,1657708,0.75,4,Urban,24901000
Mannar,Mannar Central,12,3,2,156,1,TRUE,FALSE,Well,Single phase,2,2015,13519376,Mannar,House,2010,11,Good,Unfurnished,20,3.29,3.04,TRUE,FALSE,FALSE,FALSE,Concrete slab,Tile,2025,1126615,0.67,3,Rural,24409000
Anuradhapura,Madawachchiya,6,2,1,49,2,FALSE,TRUE,Well,Single phase,2,2024,6012703,Anuradhapura,House,1190,2,New,Unfurnished,20,1.02,3.25,TRUE,FALSE,FALSE,FALSE,Tile,Wood,2024,1002117,0.5,5,Semi-urban,17623000
Mannar,Mannar Central,11,4,3,112,1,FALSE,FALSE,Well,Three phase,2,2001,11908871,Mannar,House,2360,25,Average,Unfurnished,25,7.33,16.88,TRUE,TRUE,TRUE,FALSE,Concrete slab,Cement,2024,1082625,0.75,4,Rural,22296000
Batticaloa,Kallady,6,2,1,35,0,FALSE,TRUE,Both,Three phase,1,1995,6275699,Batticaloa,House,1130,31,Needs renovation,Unfurnished,15,2.75,14.53,TRUE,FALSE,FALSE,FALSE,Asbestos,Tile,2024,1045950,0.5,4,Rural,8886000
Kalutara,Panadura,2,3,2,49,2,TRUE,FALSE,Both,Single phase,1,1990,4166177,Kalutara,House,1510,36,Needs renovation,Semi furnished,12,0.77,2.87,TRUE,FALSE,FALSE,FALSE,Asbestos,Cement,2026,2083088,0.67,5,Urban,10347000
Jaffna,Kokuvil,4,2,2,59,1,TRUE,TRUE,Both,Three phase,1,2021,8568147,Jaffna,Apartment,1160,5,Good,Semi furnished,12,0.53,4.85,TRUE,FALSE,TRUE,FALSE,Concrete slab,Terrazzo,2025,2142037,1,8,Urban,20619000
Ratnapura,Pelmadulla,2,1,1,35,1,TRUE,TRUE,Pipe-borne,Three phase,1,1987,3112509,Ratnapura,House,700,39,Needs renovation,Unfurnished,10,4.94,8.64,TRUE,FALSE,TRUE,FALSE,Tile,Terrazzo,2025,1556254,1,7,Semi-urban,4914000
Kalutara,Panadura,2,3,2,44,0,FALSE,FALSE,Pipe-borne,Three phase,1,2007,3990254,Kalutara,House,1130,19,Average,Unfurnished,12,2.28,3.58,TRUE,FALSE,FALSE,TRUE,Tile,Tile,2026,1995127,0.67,3,Urban,11606000
Monaragala,Monaragala Central,22,7,5,250,2,TRUE,FALSE,Both,Single phase,2,2018,22466143,Monaragala,Villa,3520,8,Good,Semi furnished,15,5.93,6.06,TRUE,FALSE,TRUE,FALSE,Concrete slab,Cement,2023,1021188,0.71,6,Rural,48544000
Anuradhapura,Nuwaragam Palatha,11,4,3,135,3,TRUE,TRUE,Pipe-borne,Single phase,2,1986,16975064,Anuradhapura,House,2210,40,Needs renovation,Fully furnished,20,3.03,8.83,TRUE,FALSE,TRUE,FALSE,Tile,Cement,2023,1543188,0.75,10,Semi-urban,24943000
